Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations,Victimisations,Latitude,Longitude
8,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,8,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
16,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,16,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
8,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,8,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
9,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
12,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,12,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,3,3,-36.84589383,174.7730315
15,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
19,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,19,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
22,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,22,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
9,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
10,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,10,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
14,Tue,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,14,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
12,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,12,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
13,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,13,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
16,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,16,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
22,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,22,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
12,Thu,Theft and Related Offences,438211.0,Illegal Use of a Motor Vehicle,Auckland Harbourside.,12,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
4,Wed,Theft and Related Offences,754000.0,Illegal Use of a Motor Vehicle,Beaumont.,4,Auckland Region,Auckland.,1/01/2023,754000.0,Auckland Region,Auckland,1,1,-37.03186921,174.9061888
16,Wed,Theft and Related Offences,754000.0,Illegal Use of a Motor Vehicle,Beaumont.,16,Auckland Region,Auckland.,1/12/2022,754000.0,Auckland Region,Auckland,1,1,-37.03186921,174.9061888
19,Wed,Theft and Related Offences,282824.0,Illegal Use of a Motor Vehicle,Tangutu.,19,Auckland Region,Auckland.,1/12/2022,282824.0,Auckland Region,Auckland,1,1,-36.91573177,174.6384078
1,Sat,Theft and Related Offences,282824.0,Illegal Use of a Motor Vehicle,Tangutu.,1,Auckland Region,Auckland.,1/12/2022,282824.0,Auckland Region,Auckland,1,1,-36.91573177,174.6384078
1,Fri,Theft and Related Offences,282606.0,Illegal Use of a Motor Vehicle,Tangutu.,1,Auckland Region,Auckland.,1/01/2023,282606.0,Auckland Region,Auckland,1,1,-36.91114023,174.6381124
11,Sat,Acts Intended to Cause Injury,282606.0,Serious Assault Resulting in Injury,Tangutu.,11,Auckland Region,Auckland.,1/01/2023,282606.0,Auckland Region,Auckland,1,1,-36.91114023,174.6381124
0,Wed,Theft and Related Offences,495000.0,Theft of Motor Vehicle Parts or Contents,Abbotts Park.,0,Auckland Region,Auckland.,1/01/2023,495000.0,Auckland Region,Auckland,1,1,-36.89207002,174.7989594
6,Sat,Theft and Related Offences,495000.0,Theft of Motor Vehicle Parts or Contents,Abbotts Park.,6,Auckland Region,Auckland.,1/12/2022,495000.0,Auckland Region,Auckland,2,2,-36.89207002,174.7989594
5,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",495000.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Abbotts Park.,5,Auckland Region,Auckland.,1/01/2023,495000.0,Auckland Region,Auckland,1,1,-36.89207002,174.7989594
5,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",495000.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Abbotts Park.,5,Auckland Region,Auckland.,1/12/2022,495000.0,Auckland Region,Auckland,1,1,-36.89207002,174.7989594
13,Mon,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,13,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
12,Mon,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,12,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
12,Wed,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,12,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
15,Mon,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,15,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
15,Wed,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,15,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
21,Mon,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,21,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
20,Wed,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,20,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
16,Sun,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,16,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
14,Sun,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,14,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
18,Sat,Acts Intended to Cause Injury,711005.0,Serious Assault Not Resulting in Injury,Meadowland.,18,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
9,Mon,Theft and Related Offences,711005.0,Theft of Motor Vehicle Parts or Contents,Meadowland.,9,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
13,Sun,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,13,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,2,2,-36.91499379,174.9290578
17,Fri,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,17,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
8,Fri,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,8,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
7,Fri,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,7,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
10,Fri,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,10,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
8,Sat,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,8,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
16,Sat,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,16,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
10,Thu,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,10,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
18,Sat,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,18,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
12,Thu,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,12,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
15,Thu,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,15,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
15,Thu,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,15,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
19,Sat,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,19,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,2,2,-36.91499379,174.9290578
18,Thu,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,18,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
20,Thu,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,20,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
12,Tue,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,12,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
13,Tue,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,13,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
18,Tue,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,18,Auckland Region,Auckland.,1/01/2023,711005.0,Auckland Region,Auckland,2,2,-36.91499379,174.9290578
15,Wed,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,15,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
18,Wed,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,18,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
19,Wed,Theft and Related Offences,711005.0,Theft From Retail Premises,Meadowland.,19,Auckland Region,Auckland.,1/12/2022,711005.0,Auckland Region,Auckland,1,1,-36.91499379,174.9290578
2,Wed,Theft and Related Offences,401900.0,Illegal Use of a Motor Vehicle,Westmere.,2,Auckland Region,Auckland.,1/12/2022,401900.0,Auckland Region,Auckland,1,1,-36.85771813,174.7245225
0,Mon,Acts Intended to Cause Injury,712600.0,Common Assault,Ormiston.,0,Auckland Region,Auckland.,1/12/2022,712600.0,Auckland Region,Auckland,1,1,-36.97172621,174.9416088
18,Sun,"Unlawful Entry With Intent/Burglary, Break and Enter",712600.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Ormiston.,18,Auckland Region,Auckland.,1/01/2023,712600.0,Auckland Region,Auckland,1,1,-36.97172621,174.9416088
13,Wed,Theft and Related Offences,412800.0,Theft of Motor Vehicle Parts or Contents,Newton.,13,Auckland Region,Auckland.,1/01/2023,412800.0,Auckland Region,Auckland,1,1,-36.86233106,174.7558378
10,Sun,Theft and Related Offences,791600.0,Theft From Retail Premises,Papakura North.,10,Auckland Region,Auckland.,1/01/2023,791600.0,Auckland Region,Auckland,1,1,-37.06238619,174.9405421
16,Sun,Theft and Related Offences,791600.0,Theft From Retail Premises,Papakura North.,16,Auckland Region,Auckland.,1/12/2022,791600.0,Auckland Region,Auckland,1,1,-37.06238619,174.9405421
18,Sat,Theft and Related Offences,791600.0,"Theft (Except Motor Vehicles), N.E.C.",Papakura North.,18,Auckland Region,Auckland.,1/01/2023,791600.0,Auckland Region,Auckland,1,1,-37.06238619,174.9405421
18,Sat,Theft and Related Offences,791600.0,"Theft (Except Motor Vehicles), N.E.C.",Papakura North.,18,Auckland Region,Auckland.,1/12/2022,791600.0,Auckland Region,Auckland,1,1,-37.06238619,174.9405421
8,Wed,Acts Intended to Cause Injury,791600.0,Common Assault,Papakura North.,8,Auckland Region,Auckland.,1/01/2023,791600.0,Auckland Region,Auckland,1,1,-37.06238619,174.9405421
13,Thu,Theft and Related Offences,791600.0,Theft From Retail Premises,Papakura North.,13,Auckland Region,Auckland.,1/12/2022,791600.0,Auckland Region,Auckland,1,1,-37.06238619,174.9405421
21,Wed,Theft and Related Offences,437901.0,Illegal Use of a Motor Vehicle,Auckland Harbourside.,21,Auckland Region,Auckland.,1/12/2022,437901.0,Auckland Region,Auckland,1,1,-36.84359864,174.7675824
13,Mon,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,13,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
18,Mon,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,18,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
14,Wed,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,14,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
13,Mon,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,13,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,2,2,-36.86594546,174.7799299
21,Thu,Acts Intended to Cause Injury,450901.0,Common Assault,Newmarket.,21,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
18,Fri,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,18,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
18,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,18,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
13,Sun,Theft and Related Offences,450901.0,Illegal Use of a Motor Vehicle,Newmarket.,13,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
12,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,12,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
15,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,15,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
16,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,16,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
12,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,12,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
19,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,19,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
13,Thu,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,13,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
14,Thu,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,14,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
16,Thu,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,16,Auckland Region,Auckland.,1/01/2023,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
17,Thu,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,17,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
12,Thu,Theft and Related Offences,450901.0,"Theft (Except Motor Vehicles), N.E.C.",Newmarket.,12,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
12,Wed,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,12,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
12,Sat,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,12,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
18,Wed,Theft and Related Offences,450901.0,Theft From Retail Premises,Newmarket.,18,Auckland Region,Auckland.,1/12/2022,450901.0,Auckland Region,Auckland,1,1,-36.86594546,174.7799299
14,Wed,Theft and Related Offences,411000.0,Theft of Motor Vehicle Parts or Contents,Grey Lynn East.,14,Auckland Region,Auckland.,1/01/2023,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
15,Mon,Theft and Related Offences,411000.0,Theft From Retail Premises,Grey Lynn East.,15,Auckland Region,Auckland.,1/12/2022,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
20,Mon,Theft and Related Offences,411000.0,Theft From Retail Premises,Grey Lynn East.,20,Auckland Region,Auckland.,1/12/2022,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
15,Wed,Theft and Related Offences,411000.0,Theft From Retail Premises,Grey Lynn East.,15,Auckland Region,Auckland.,1/01/2023,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
17,Wed,Theft and Related Offences,411000.0,Theft From Retail Premises,Grey Lynn East.,17,Auckland Region,Auckland.,1/01/2023,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
17,Mon,Theft and Related Offences,411000.0,Theft From Retail Premises,Grey Lynn East.,17,Auckland Region,Auckland.,1/01/2023,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
19,Wed,Theft and Related Offences,411000.0,Theft From Retail Premises,Grey Lynn East.,19,Auckland Region,Auckland.,1/01/2023,411000.0,Auckland Region,Auckland,1,1,-36.85853169,174.749547
