Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations,Victimisations,Latitude,Longitude
16,Mon,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,16,Auckland Region,Auckland.,1/01/2023,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
18,Tue,Theft and Related Offences,396500.0,Illegal Use of a Motor Vehicle,Point Chevalier East.,18,Auckland Region,Auckland.,1/01/2023,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
19,Tue,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,19,Auckland Region,Auckland.,1/12/2022,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
18,Tue,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,18,Auckland Region,Auckland.,1/01/2023,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
14,Wed,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,14,Auckland Region,Auckland.,1/01/2023,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
16,Wed,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,16,Auckland Region,Auckland.,1/12/2022,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
13,Mon,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,13,Auckland Region,Auckland.,1/12/2022,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
8,Wed,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,8,Auckland Region,Auckland.,1/12/2022,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
14,Wed,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,14,Auckland Region,Auckland.,1/12/2022,396500.0,Auckland Region,Auckland,2,2,-36.86854132,174.7123863
16,Fri,Theft and Related Offences,396500.0,"Theft (Except Motor Vehicles), N.E.C.",Point Chevalier East.,16,Auckland Region,Auckland.,1/01/2023,396500.0,Auckland Region,Auckland,1,1,-36.86854132,174.7123863
18,Wed,Theft and Related Offences,530400.0,Illegal Use of a Motor Vehicle,Kingsland.,18,Auckland Region,Auckland.,1/12/2022,530400.0,Auckland Region,Auckland,1,1,-36.87202784,174.7391766
16,Fri,Acts Intended to Cause Injury,239801.0,Serious Assault Not Resulting in Injury,Henderson North.,16,Auckland Region,Auckland.,1/12/2022,239801.0,Auckland Region,Auckland,1,1,-36.87319113,174.6323508
14,Wed,Acts Intended to Cause Injury,183501.0,Common Assault,Target Road.,14,Auckland Region,Auckland.,1/01/2023,183501.0,Auckland Region,Auckland,1,1,-36.76726666,174.7300159
9,Fri,Theft and Related Offences,740200.0,Illegal Use of a Motor Vehicle,Mangere Central.,9,Auckland Region,Auckland.,1/12/2022,740200.0,Auckland Region,Auckland,1,1,-36.97321845,174.7925672
21,Fri,Theft and Related Offences,740200.0,Theft of Motor Vehicle Parts or Contents,Mangere Central.,21,Auckland Region,Auckland.,1/12/2022,740200.0,Auckland Region,Auckland,1,1,-36.97321845,174.7925672
19,Wed,Theft and Related Offences,438216.0,Illegal Use of a Motor Vehicle,Auckland Harbourside.,19,Auckland Region,Auckland.,1/12/2022,438216.0,Auckland Region,Auckland,1,1,-36.84891043,174.775369
15,Tue,Theft and Related Offences,438216.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,15,Auckland Region,Auckland.,1/01/2023,438216.0,Auckland Region,Auckland,1,1,-36.84891043,174.775369
17,Wed,Theft and Related Offences,434200.0,Illegal Use of a Motor Vehicle,Auckland Central West.,17,Auckland Region,Auckland.,1/01/2023,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
9,Mon,Acts Intended to Cause Injury,434200.0,Common Assault,Auckland Central West.,9,Auckland Region,Auckland.,1/12/2022,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
14,Fri,Theft and Related Offences,434200.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Central West.,14,Auckland Region,Auckland.,1/01/2023,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
3,Sat,Acts Intended to Cause Injury,434200.0,Serious Assault Resulting in Injury,Auckland Central West.,3,Auckland Region,Auckland.,1/01/2023,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
12,Thu,Acts Intended to Cause Injury,434200.0,Serious Assault Resulting in Injury,Auckland Central West.,12,Auckland Region,Auckland.,1/12/2022,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
15,Sun,Theft and Related Offences,434200.0,Theft of Motor Vehicle Parts or Contents,Auckland Central West.,15,Auckland Region,Auckland.,1/12/2022,434200.0,Auckland Region,Auckland,2,2,-36.8510928,174.7613292
15,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",434200.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland Central West.,15,Auckland Region,Auckland.,1/12/2022,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
16,Fri,Acts Intended to Cause Injury,434200.0,Serious Assault Not Resulting in Injury,Auckland Central West.,16,Auckland Region,Auckland.,1/12/2022,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
19,Tue,Theft and Related Offences,434200.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Central West.,19,Auckland Region,Auckland.,1/01/2023,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
18,Sun,Theft and Related Offences,434200.0,Illegal Use of a Motor Vehicle,Auckland Central West.,18,Auckland Region,Auckland.,1/01/2023,434200.0,Auckland Region,Auckland,1,1,-36.8510928,174.7613292
22,Thu,Theft and Related Offences,711404.0,Theft From Retail Premises,Highbrook.,22,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
13,Wed,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,13,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
20,Wed,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,20,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
13,Wed,Theft and Related Offences,711404.0,Theft From Retail Premises,Highbrook.,13,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
19,Sun,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,19,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
12,Mon,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,12,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,2,2,-36.9287516,174.8906098
9,Mon,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,9,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,2,2,-36.9287516,174.8906098
8,Fri,Theft and Related Offences,711404.0,Illegal Use of a Motor Vehicle,Highbrook.,8,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
10,Fri,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,10,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
12,Sun,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,12,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,2,2,-36.9287516,174.8906098
9,Fri,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,9,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
15,Fri,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,15,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
7,Fri,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,7,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
6,Sat,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,6,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
8,Sat,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,8,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
20,Sat,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,20,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
8,Fri,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,8,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,2,2,-36.9287516,174.8906098
10,Sat,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,10,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
10,Thu,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,10,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
12,Sat,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,12,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,2,2,-36.9287516,174.8906098
19,Thu,Theft and Related Offences,711404.0,Illegal Use of a Motor Vehicle,Highbrook.,19,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
16,Mon,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,16,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
6,Mon,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,6,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
18,Mon,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,18,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
16,Tue,Theft and Related Offences,711404.0,Theft of Motor Vehicle Parts or Contents,Highbrook.,16,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
11,Tue,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,11,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
21,Tue,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,21,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
18,Tue,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,18,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
8,Tue,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,8,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
14,Tue,Theft and Related Offences,711404.0,Theft From Retail Premises,Highbrook.,14,Auckland Region,Auckland.,1/01/2023,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
17,Wed,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,17,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
7,Wed,Theft and Related Offences,711404.0,"Theft (Except Motor Vehicles), N.E.C.",Highbrook.,7,Auckland Region,Auckland.,1/12/2022,711404.0,Auckland Region,Auckland,1,1,-36.9287516,174.8906098
19,Wed,Theft and Related Offences,450500.0,Illegal Use of a Motor Vehicle,Newmarket.,19,Auckland Region,Auckland.,1/12/2022,450500.0,Auckland Region,Auckland,1,1,-36.86447699,174.7776408
1,Fri,Theft and Related Offences,557600.0,Illegal Use of a Motor Vehicle,Mt Eden South.,1,Auckland Region,Auckland.,1/01/2023,557600.0,Auckland Region,Auckland,1,1,-36.89729611,174.7597109
9,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
15,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
16,Mon,Acts Intended to Cause Injury,438211.0,Serious Assault Resulting in Injury,Auckland Harbourside.,16,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
19,Thu,"Robbery, Extortion and Related Offences",438211.0,Aggravated Robbery,Auckland Harbourside.,19,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
23,Fri,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,23,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
10,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,10,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
17,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,17,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
16,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,16,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
22,Fri,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,22,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
10,Thu,Acts Intended to Cause Injury,438211.0,Common Assault,Auckland Harbourside.,10,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
8,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,8,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
20,Sat,Theft and Related Offences,438211.0,Illegal Use of Property (Except Motor Vehicles),Auckland Harbourside.,20,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
20,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,20,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
5,Sat,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,5,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
18,Sat,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,18,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
18,Sun,Theft and Related Offences,438211.0,Illegal Use of Property (Except Motor Vehicles),Auckland Harbourside.,18,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
15,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
20,Sat,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,20,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
18,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,18,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
17,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,17,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
17,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,17,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
19,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,19,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,3,3,-36.84589383,174.7730315
19,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,19,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
20,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,20,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
23,Thu,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,23,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
21,Thu,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,21,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,3,3,-36.84589383,174.7730315
16,Tue,Theft and Related Offences,438211.0,Theft of Motor Vehicle Parts or Contents,Auckland Harbourside.,16,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
17,Tue,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,17,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
9,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
15,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
19,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,19,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
15,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
14,Tue,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,14,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,3,3,-36.84589383,174.7730315
9,Fri,Acts Intended to Cause Injury,438211.0,Common Assault,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
12,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,12,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
22,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,22,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
1,Wed,Theft and Related Offences,438211.0,Theft of Motor Vehicle Parts or Contents,Auckland Harbourside.,1,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
9,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
10,Fri,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,10,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
9,Mon,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Mon,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
13,Mon,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,13,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
14,Mon,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,14,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
7,Mon,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,7,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
14,Mon,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,14,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
13,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,13,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
20,Sat,Theft and Related Offences,438211.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Harbourside.,20,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
16,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,16,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
20,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,20,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
21,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,21,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
12,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,12,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
16,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,16,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
18,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,18,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
7,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,7,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
8,Sat,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,8,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
8,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,8,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
9,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
15,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,2,2,-36.84589383,174.7730315
21,Wed,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,21,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,3,3,-36.84589383,174.7730315
10,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,10,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
11,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,11,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
13,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,13,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
15,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,15,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
7,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,7,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
9,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,9,Auckland Region,Auckland.,1/01/2023,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
10,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,10,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
12,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,12,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
13,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,13,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
14,Sun,Theft and Related Offences,438211.0,Theft From Retail Premises,Auckland Harbourside.,14,Auckland Region,Auckland.,1/12/2022,438211.0,Auckland Region,Auckland,1,1,-36.84589383,174.7730315
