Hour,Occurrence Day Of Week,Incidents,Area Unit,Date,Number of Victimisations,Latitude,Longitude,Severity Score
3:00 pm,Sat,Theft,Three Kings,2022-12-31,1,-36.90446353,174.7437156,1.388698909323364
5:00 pm,Sat,Theft,New Windsor,2022-12-31,2,-36.90435735,174.7189491,1.388698909323364
4:00 pm,Sat,Theft,Springleigh,2022-12-31,1,-36.88695345,174.7062219,1.388698909323364
10:00 pm,Sat,Burglary,Puhinui South,2022-12-31,1,-36.98234205,174.8803456,6.749319988076897
7:00 am,Sat,Battery,Manukau Central,2022-12-31,1,-36.99207534,174.8805324,7.26049143296307
6:00 pm,Sat,Theft,Three Kings,2022-12-31,1,-36.90304236,174.7406062,1.2915241819925227
1:00 am,Sat,Theft,Grafton West,2022-12-31,1,-36.85711033,174.7656909,1.0485873636654204
1:00 pm,Sat,Theft,Meadowland,2022-12-31,1,-36.91239294,174.928352,1.388698909323364
10:00 am,Sat,Theft,Henderson North,2022-12-31,1,-36.87611923,174.6334762,1.2429368183271023
2:00 pm,Sat,Theft,Hillsborough East,2022-12-31,1,-36.91382812,174.7637216,1.388698909323364
11:00 am,Sat,Theft,Pinehill,2022-12-31,1,-36.73007535,174.7186223,1.2915241819925227
11:00 am,Sat,Theft,Mt Albert Central,2022-12-31,1,-36.88874544,174.7236129,1.2915241819925227
8:00 am,Sat,Theft,Mt Wellington North,2022-12-31,1,-36.89902155,174.840689,1.097174727330841
9:00 am,Sat,Battery,Sturges North,2022-12-31,1,-36.86768278,174.6137353,6.51802794746652
